year,country,type_of_violence
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,3
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,3
2013,Philippines,3
2013,Philippines,3
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2014,Philippines,3
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2004,Philippines,1
2001,Philippines,3
2004,Philippines,3
2000,Philippines,3
2004,Philippines,1
2010,Philippines,3
1997,Philippines,3
1998,Philippines,3
2003,Philippines,1
2000,Philippines,3
1998,Philippines,3
1989,Philippines,3
2008,Philippines,3
1997,Philippines,3
1997,Philippines,3
1992,Philippines,3
2005,Philippines,3
1994,Philippines,3
2000,Philippines,3
2005,Philippines,3
2004,Philippines,1
2003,Philippines,1
2006,Philippines,3
2005,Philippines,3
1991,Philippines,3
2009,Philippines,3
2003,Philippines,1
2004,Philippines,1
2006,Philippines,3
2004,Philippines,1
2001,Philippines,3
2012,Philippines,1
2011,Philippines,1
2010,Philippines,3
1999,Philippines,1
2001,Philippines,3
2012,Philippines,3
2000,Philippines,1
2003,Philippines,1
2004,Philippines,1
2005,Philippines,1
1989,Philippines,3
1989,Philippines,3
2011,Philippines,1
2004,Philippines,1
2012,Philippines,1
2004,Philippines,1
1990,Philippines,3
1991,Philippines,1
2006,Philippines,1
2000,Philippines,3
2005,Philippines,1
1999,Philippines,1
1990,Philippines,3
2001,Philippines,3
2002,Philippines,3
2004,Philippines,1
2012,Philippines,1
2008,Philippines,1
2003,Philippines,1
2010,Philippines,1
1996,Philippines,1
2002,Philippines,3
2010,Philippines,1
2006,Philippines,1
1993,Philippines,3
2012,Philippines,1
2002,Philippines,1
2011,Philippines,1
1994,Philippines,3
2009,Philippines,3
2011,Philippines,1
1989,Philippines,1
2006,Philippines,3
2007,Philippines,1
1998,Philippines,1
1993,Philippines,1
2009,Philippines,3
2010,Philippines,3
2003,Philippines,3
2001,Philippines,1
2007,Philippines,3
2002,Philippines,1
1993,Philippines,3
2009,Philippines,1
2009,Philippines,3
2009,Philippines,3
1991,Philippines,1
1991,Philippines,1
2003,Philippines,3
2001,Philippines,3
2001,Philippines,3
2010,Philippines,1
2012,Philippines,1
2008,Philippines,3
2000,Philippines,1
2010,Philippines,1
1989,Philippines,1
1994,Philippines,3
2005,Philippines,3
1989,Philippines,3
2002,Philippines,1
2005,Philippines,1
2005,Philippines,3
2008,Philippines,1
2008,Philippines,3
2010,Philippines,3
2003,Philippines,1
2007,Philippines,1
2005,Philippines,1
2003,Philippines,1
2006,Philippines,1
2002,Philippines,3
2011,Philippines,3
2006,Philippines,3
2003,Philippines,3
2004,Philippines,1
1991,Philippines,3
2007,Philippines,3
1994,Philippines,1
2004,Philippines,1
2009,Philippines,3
1989,Philippines,3
2012,Philippines,1
2007,Philippines,1
1996,Philippines,1
2012,Philippines,1
2006,Philippines,1
2003,Philippines,1
1991,Philippines,1
2001,Philippines,1
2001,Philippines,1
2001,Philippines,1
1992,Philippines,1
1999,Philippines,1
1997,Philippines,3
1989,Philippines,3
2009,Philippines,3
2011,Philippines,3
2004,Philippines,1
2006,Philippines,1
2011,Philippines,3
2001,Philippines,3
2002,Philippines,3
2000,Philippines,3
2007,Philippines,3
2001,Philippines,1
2012,Philippines,1
2001,Philippines,3
2001,Philippines,3
1994,Philippines,2
2006,Philippines,1
2001,Philippines,1
2009,Philippines,3
2009,Philippines,3
2010,Philippines,3
2000,Philippines,1
2009,Philippines,3
2006,Philippines,1
2012,Philippines,1
2008,Philippines,3
2011,Philippines,3
1992,Philippines,3
2010,Philippines,3
2003,Philippines,1
2003,Philippines,1
2007,Philippines,1
2011,Philippines,3
1994,Philippines,1
2010,Philippines,3
2010,Philippines,1
2008,Philippines,1
2003,Philippines,1
2003,Philippines,1
2008,Philippines,1
1998,Philippines,3
1998,Philippines,3
2005,Philippines,1
2004,Philippines,1
2006,Philippines,1
2003,Philippines,1
1989,Philippines,3
2010,Philippines,1
2010,Philippines,1
2008,Philippines,1
2000,Philippines,1
2009,Philippines,1
2009,Philippines,1
2004,Philippines,1
2003,Philippines,1
1996,Philippines,1
2004,Philippines,1
1990,Philippines,3
2004,Philippines,1
1993,Philippines,3
1989,Philippines,3
2003,Philippines,1
2003,Philippines,1
1990,Philippines,1
1999,Philippines,3
2000,Philippines,1
2003,Philippines,1
2004,Philippines,1
2011,Philippines,3
2001,Philippines,3
2011,Philippines,1
2011,Philippines,1
2006,Philippines,1
2004,Philippines,1
2002,Philippines,3
2012,Philippines,1
1990,Philippines,1
2004,Philippines,3
2000,Philippines,3
2001,Philippines,3
2003,Philippines,3
1990,Philippines,1
1996,Philippines,3
2004,Philippines,1
2002,Philippines,3
1989,Philippines,3
2003,Philippines,1
2002,Philippines,2
2012,Philippines,1
1999,Philippines,1
2003,Philippines,1
2008,Philippines,1
1996,Philippines,1
2009,Philippines,1
2008,Philippines,1
2009,Philippines,3
2009,Philippines,1
2008,Philippines,1
2004,Philippines,1
2010,Philippines,3
2008,Philippines,1
2007,Philippines,3
2008,Philippines,1
2009,Philippines,1
2006,Philippines,3
2005,Philippines,1
1999,Philippines,1
2004,Philippines,1
1989,Philippines,3
2001,Philippines,1
1999,Philippines,1
2011,Philippines,3
2008,Philippines,1
2003,Philippines,1
2008,Philippines,1
2006,Philippines,2
2006,Philippines,3
2003,Philippines,3
1992,Philippines,3
2011,Philippines,3
2006,Philippines,1
2002,Philippines,1
2008,Philippines,1
2012,Philippines,1
1991,Philippines,1
2011,Philippines,3
2010,Philippines,3
1993,Philippines,3
2011,Philippines,1
2002,Philippines,1
2002,Philippines,1
2003,Philippines,1
2006,Philippines,3
1989,Philippines,3
2008,Philippines,1
1989,Philippines,3
1989,Philippines,3
2002,Philippines,1
1989,Philippines,3
2010,Philippines,3
2011,Philippines,3
2011,Philippines,1
1993,Philippines,3
2007,Philippines,3
2008,Philippines,1
2008,Philippines,3
2006,Philippines,3
1993,Philippines,3
1989,Philippines,3
1992,Philippines,3
1995,Philippines,3
1994,Philippines,3
2006,Philippines,1
2006,Philippines,1
1993,Philippines,3
1993,Philippines,3
2006,Philippines,3
2010,Philippines,3
2006,Philippines,3
2004,Philippines,1
2008,Philippines,3
2012,Philippines,2
2008,Philippines,3
2001,Philippines,1
2002,Philippines,3
2002,Philippines,3
2003,Philippines,1
2003,Philippines,1
2002,Philippines,1
2002,Philippines,1
2007,Philippines,3
2002,Philippines,1
2002,Philippines,3
2009,Philippines,1
2011,Philippines,1
1989,Philippines,3
2011,Philippines,3
1997,Philippines,1
2012,Philippines,3
2011,Philippines,3
1989,Philippines,3
1991,Philippines,3
1989,Philippines,3
2004,Philippines,1
1992,Philippines,3
2010,Philippines,3
1990,Philippines,3
2006,Philippines,3
1992,Philippines,3
2011,Philippines,1
2010,Philippines,3
2010,Philippines,3
2004,Philippines,3
2008,Philippines,3
2008,Philippines,1
1989,Philippines,3
1989,Philippines,3
2001,Philippines,3
1990,Philippines,3
2004,Philippines,1
2003,Philippines,3
2005,Philippines,3
2008,Philippines,3
2004,Philippines,1
2003,Philippines,1
2009,Philippines,3
1990,Philippines,3
1997,Philippines,3
2004,Philippines,3
1994,Philippines,3
2011,Philippines,1
2000,Philippines,3
2001,Philippines,3
2003,Philippines,1
1999,Philippines,3
1994,Philippines,3
1997,Philippines,3
2000,Philippines,3
2005,Philippines,3
2009,Philippines,3
2005,Philippines,3
2004,Philippines,1
2003,Philippines,1
2000,Philippines,3
2006,Philippines,3
2006,Philippines,3
2009,Philippines,3
2003,Philippines,1
2004,Philippines,1
2009,Philippines,3
2009,Philippines,3
2011,Philippines,1
2004,Philippines,3
2004,Philippines,3
2012,Philippines,3
2005,Philippines,3
2003,Philippines,3
2007,Philippines,3
1991,Philippines,3
2001,Philippines,1
2001,Philippines,1
2003,Philippines,3
1999,Philippines,2
2004,Philippines,1
2009,Philippines,1
2006,Philippines,2
2009,Philippines,1
2008,Philippines,3
2009,Philippines,3
2012,Philippines,2
2006,Philippines,1
2002,Philippines,3
2003,Philippines,1
2009,Philippines,1
2009,Philippines,3
1992,Philippines,3
2011,Philippines,3
2003,Philippines,3
2002,Philippines,1
2002,Philippines,3
2002,Philippines,3
2011,Philippines,1
2006,Philippines,1
1996,Philippines,3
2004,Philippines,1
2001,Philippines,3
1989,Philippines,3
2003,Philippines,3
2008,Philippines,3
1994,Philippines,3
2008,Philippines,1
2011,Philippines,1
1991,Philippines,1
1989,Philippines,1
2008,Philippines,1
1991,Philippines,1
2011,Philippines,1
2011,Philippines,2
1989,Philippines,1
1990,Philippines,1
2005,Philippines,1
2007,Philippines,1
1990,Philippines,1
2008,Philippines,1
2012,Philippines,1
2006,Philippines,1
2003,Philippines,1
1989,Philippines,1
2007,Philippines,3
2003,Philippines,1
2003,Philippines,1
2003,Philippines,1
1994,Philippines,1
1997,Philippines,1
2001,Philippines,1
2001,Philippines,1
2008,Philippines,1
2004,Philippines,1
2002,Philippines,1
2001,Philippines,1
2014,Philippines,3
2014,Philippines,1
2014,Philippines,1
2014,Philippines,3
2014,Philippines,3
2014,Philippines,3
2014,Philippines,3
2014,Philippines,3
2014,Philippines,1
2011,Philippines,3
2011,Philippines,3
2012,Philippines,3
2011,Philippines,3
2011,Philippines,3
2012,Philippines,3
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2015,Philippines,3
2015,Philippines,3
2015,Philippines,2
2015,Philippines,2
2015,Philippines,2
2015,Philippines,3
2015,Philippines,1
2015,Philippines,1
2015,Philippines,1
2015,Philippines,1
2015,Philippines,1
2015,Philippines,1
2015,Philippines,1
2015,Philippines,1
2015,Philippines,3
2015,Philippines,1
2015,Philippines,3
2015,Philippines,3
2015,Philippines,1
2015,Philippines,3
2015,Philippines,1
2015,Philippines,1
2015,Philippines,1
2004,Philippines,1
2003,Philippines,3
2004,Philippines,1
2004,Philippines,1
2003,Philippines,1
2013,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2003,Philippines,1
2001,Philippines,1
2003,Philippines,3
2001,Philippines,3
2004,Philippines,1
2003,Philippines,1
2004,Philippines,1
2004,Philippines,1
2004,Philippines,1
1999,Philippines,1
2002,Philippines,1
2004,Philippines,1
2003,Philippines,3
2003,Philippines,1
2005,Philippines,1
2002,Philippines,1
1991,Philippines,1
1993,Philippines,1
1992,Philippines,3
2005,Philippines,3
2003,Philippines,3
2009,Philippines,1
2009,Philippines,3
2010,Philippines,3
1989,Philippines,3
2003,Philippines,3
1990,Philippines,3
2001,Philippines,3
2000,Philippines,3
1990,Philippines,3
2009,Philippines,3
2009,Philippines,3
2006,Philippines,2
2002,Philippines,3
2002,Philippines,3
2002,Philippines,3
2012,Philippines,3
2012,Philippines,3
2013,Philippines,1
2013,Philippines,3
2004,Philippines,1
1990,Philippines,3
1992,Philippines,1
2008,Philippines,1
1994,Philippines,1
2000,Philippines,1
1999,Philippines,3
2008,Philippines,1
2012,Philippines,1
2002,Philippines,3
2010,Philippines,1
2002,Philippines,3
1994,Philippines,2
2000,Philippines,1
1989,Philippines,3
1989,Philippines,3
1989,Philippines,3
2003,Philippines,1
2006,Philippines,1
1989,Philippines,3
2004,Philippines,3
1999,Philippines,1
1994,Philippines,3
2008,Philippines,3
2015,Philippines,3
2015,Philippines,2
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2001,Philippines,1
2001,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2013,Philippines,1
2003,Philippines,1
1996,Philippines,3
2003,Philippines,1
2001,Philippines,1
1997,Philippines,3
2004,Philippines,1
2001,Philippines,3
1990,Philippines,3
1989,Philippines,3
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2014,Philippines,1
2003,Philippines,1
2012,Philippines,1
2002,Philippines,1
2003,Philippines,1
2004,Philippines,1
2003,Philippines,1
2004,Philippines,1
2003,Philippines,1
2010,Philippines,1
2003,Philippines,3
2001,Philippines,1
2004,Philippines,1
2012,Philippines,1
1995,Philippines,3
2004,Philippines,1
2000,Philippines,3
2000,Philippines,3
2003,Philippines,1
2004,Philippines,1
2001,Philippines,1
2009,Philippines,1
2003,Philippines,1
2003,Philippines,1
2004,Philippines,1
2003,Philippines,3
2003,Philippines,3
2004,Philippines,1
2003,Philippines,1
2004,Philippines,1
1989,Philippines,1
1990,Philippines,1
2005,Philippines,1
2003,Philippines,1
2006,Philippines,1
2004,Philippines,1
1992,Philippines,1
2004,Philippines,1
2007,Philippines,1
1998,Philippines,1
1997,Philippines,1
2005,Philippines,1
2004,Philippines,1
2004,Philippines,1
2003,Philippines,1
2003,Philippines,1
2003,Philippines,1
2004,Philippines,1
2004,Philippines,1
2005,Philippines,1
2004,Philippines,1
2004,Philippines,1
2003,Philippines,1
2003,Philippines,1
2003,Philippines,1
1997,Philippines,1
2004,Philippines,1
2005,Philippines,1
2006,Philippines,1
2005,Philippines,1
1991,Philippines,1
2004,Philippines,1
2000,Philippines,3
1997,Philippines,1
2004,Philippines,1
2003,Philippines,3
2009,Philippines,1
2005,Philippines,1
2005,Philippines,1
2006,Philippines,1
1994,Philippines,1
2003,Philippines,3
2006,Philippines,1
2004,Philippines,1
2005,Philippines,1
2008,Philippines,1
2006,Philippines,1
2005,Philippines,1
2003,Philippines,1
1989,Philippines,1
2004,Philippines,1
2000,Philippines,3
2000,Philippines,3
2000,Philippines,3
2004,Philippines,1
2008,Philippines,1
2005,Philippines,1
2004,Philippines,1
2005,Philippines,1
2003,Philippines,1
2003,Philippines,1
2004,Philippines,3
2003,Philippines,1
2000,Philippines,3
2000,Philippines,3
2004,Philippines,1
1991,Philippines,1
2005,Philippines,1
2003,Philippines,1
2004,Philippines,1
2004,Philippines,1
2004,Philippines,1
2006,Philippines,1
2004,Philippines,1
2006,Philippines,1
1993,Philippines,1
2010,Philippines,1
2002,Philippines,1
2008,Philippines,1
2008,Philippines,1
2001,Philippines,1
2008,Philippines,1
2011,Philippines,1
2008,Philippines,1
2011,Philippines,1
1990,Philippines,3
2000,Philippines,1
1992,Philippines,1
2011,Philippines,1
2000,Philippines,3
2007,Philippines,3
2008,Philippines,1
2008,Philippines,1
2012,Philippines,1
2011,Philippines,1
2009,Philippines,1
2008,Philippines,1
2001,Philippines,1
2009,Philippines,3
2003,Philippines,1
1989,Philippines,1
1999,Philippines,1
2011,Philippines,1
1989,Philippines,1
2008,Philippines,1
2011,Philippines,1
2011,Philippines,1
2007,Philippines,1
2010,Philippines,1
2008,Philippines,1
1991,Philippines,1
2005,Philippines,1
1989,Philippines,1
2006,Philippines,1
1999,Philippines,1
2001,Philippines,1
1989,Philippines,1
1992,Philippines,1
1992,Philippines,1
1991,Philippines,1
2009,Philippines,1
1992,Philippines,1
2002,Philippines,3
1992,Philippines,1
2006,Philippines,1
2008,Philippines,1
1997,Philippines,1
1991,Philippines,1
1992,Philippines,1
2007,Philippines,1
1991,Philippines,1
2006,Philippines,1
2006,Philippines,1
1990,Philippines,3
2002,Philippines,1
2007,Philippines,1
2011,Philippines,1
2011,Philippines,1
2010,Philippines,1
1989,Philippines,1
1990,Philippines,1
2011,Philippines,1
1989,Philippines,1
2000,Philippines,1
1999,Philippines,1
2008,Philippines,1
2002,Philippines,1
1989,Philippines,1
1991,Philippines,3
2009,Philippines,1
2011,Philippines,1
2011,Philippines,1
2006,Philippines,1
2001,Philippines,1
1989,Philippines,1
2008,Philippines,1
2011,Philippines,1
1996,Philippines,1
1990,Philippines,1
2005,Philippines,1
2008,Philippines,1
1999,Philippines,1
2007,Philippines,1
2006,Philippines,1
2010,Philippines,1
1991,Philippines,1
1991,Philippines,1
2011,Philippines,1
2009,Philippines,1
2004,Philippines,1
1990,Philippines,1
2006,Philippines,1
2009,Philippines,1
2011,Philippines,1
1993,Philippines,1
2000,Philippines,1
2003,Philippines,1
2001,Philippines,1
2007,Philippines,3
2012,Philippines,1
2010,Philippines,1
2010,Philippines,1
2006,Philippines,1
1989,Philippines,1
2000,Philippines,1
1991,Philippines,1
1989,Philippines,1
1992,Philippines,1
2012,Philippines,1
2004,Philippines,1
2002,Philippines,1
2010,Philippines,1
2011,Philippines,1
2002,Philippines,1
1998,Philippines,1
2000,Philippines,1
1990,Philippines,1
1999,Philippines,1
2011,Philippines,2
2009,Philippines,1
2012,Philippines,1
1991,Philippines,1
2000,Philippines,1
2009,Philippines,1
2010,Philippines,1
2005,Philippines,1
2012,Philippines,1
1989,Philippines,1
1992,Philippines,1
2010,Philippines,1
2009,Philippines,1
2005,Philippines,1
1990,Philippines,1
2008,Philippines,1
2008,Philippines,1
2011,Philippines,1
2010,Philippines,1
2003,Philippines,1
2000,Philippines,1
1991,Philippines,1
1999,Philippines,1
1991,Philippines,1
1999,Philippines,1
2009,Philippines,1
1997,Philippines,1
2001,Philippines,1
2009,Philippines,1
2010,Philippines,1
2012,Philippines,1
2006,Philippines,1
2004,Philippines,1
1989,Philippines,1
2012,Philippines,1
2001,Philippines,1
2007,Philippines,1
2004,Philippines,1
1997,Philippines,1
2012,Philippines,1
2012,Philippines,1
1990,Philippines,1
2012,Philippines,1
2012,Philippines,1
2001,Philippines,1
1997,Philippines,1
1997,Philippines,1
2011,Philippines,1
1991,Philippines,1
1991,Philippines,1
1991,Philippines,1
1991,Philippines,1
2006,Philippines,1
2003,Philippines,1
2011,Philippines,1
2007,Philippines,1
1997,Philippines,1
2001,Philippines,1
2008,Philippines,1
1992,Philippines,1
2008,Philippines,1
1994,Philippines,1
2000,Philippines,1
1990,Philippines,1
2012,Philippines,1
2006,Philippines,1
2010,Philippines,1
1991,Philippines,3
1991,Philippines,3
1989,Philippines,1
1991,Philippines,1
1989,Philippines,1
1991,Philippines,1
2011,Philippines,2
2010,Philippines,1
2009,Philippines,1
2009,Philippines,1
2011,Philippines,1
2012,Philippines,1
2006,Philippines,1
2012,Philippines,1
1998,Philippines,1
2000,Philippines,1
2008,Philippines,1
2012,Philippines,1
1989,Philippines,1
2001,Philippines,1
2007,Philippines,1
1990,Philippines,1
2012,Philippines,1
2001,Philippines,1
2009,Philippines,1
2011,Philippines,2
2011,Philippines,1
2004,Philippines,1
1991,Philippines,3
2011,Philippines,1
2012,Philippines,1
2003,Philippines,1
2009,Philippines,1
2008,Philippines,1
2010,Philippines,1
2012,Philippines,1
2000,Philippines,1
2011,Philippines,1
2011,Philippines,1
2001,Philippines,1
1989,Philippines,1
2009,Philippines,1
2008,Philippines,1
1989,Philippines,1
2005,Philippines,1
2006,Philippines,1
1990,Philippines,1
1994,Philippines,1
2000,Philippines,1
2008,Philippines,1
2007,Philippines,1
2001,Philippines,1
1993,Philippines,2
2012,Philippines,1
2012,Philippines,1
2000,Philippines,1
1990,Philippines,1
1989,Philippines,1
1989,Philippines,1
1991,Philippines,1
1999,Philippines,1
2012,Philippines,1
2011,Philippines,1
2012,Philippines,1
2004,Philippines,1
2005,Philippines,1
2002,Philippines,1
1999,Philippines,1
2010,Philippines,1
1999,Philippines,1
1989,Philippines,1
1989,Philippines,1
1992,Philippines,1
2002,Philippines,1
2010,Philippines,1
2010,Philippines,1
2000,Philippines,1
2000,Philippines,1
2011,Philippines,1
2008,Philippines,1
2011,Philippines,1
1991,Philippines,1
2011,Philippines,1
2008,Philippines,1
2005,Philippines,1
2003,Philippines,1
2008,Philippines,1
2009,Philippines,1
1990,Philippines,1
2001,Philippines,3
1991,Philippines,1
2000,Philippines,1
1994,Philippines,1
1996,Philippines,1
2005,Philippines,1
1994,Philippines,1
1991,Philippines,1
2000,Philippines,1
2002,Philippines,1
1990,Philippines,1
2012,Philippines,1
2002,Philippines,1
2011,Philippines,1
2000,Philippines,3
2002,Philippines,3
1994,Philippines,1
1999,Philippines,1
1989,Philippines,1
1992,Philippines,1
1989,Philippines,1
1999,Philippines,1
2004,Philippines,1
2003,Philippines,1
2004,Philippines,1
2005,Philippines,1
2003,Philippines,1
1999,Philippines,1
2002,Philippines,1
2002,Philippines,1
1992,Philippines,1
1991,Philippines,1
2004,Philippines,1
2001,Philippines,1
1994,Philippines,1
2006,Philippines,1
2007,Philippines,1
1990,Philippines,1
1999,Philippines,1
1989,Philippines,1
1999,Philippines,1
2008,Philippines,1
2005,Philippines,1
2005,Philippines,1
2003,Philippines,1
2008,Philippines,1
2011,Philippines,1
2009,Philippines,1
2010,Philippines,1
2010,Philippines,1
2008,Philippines,1
2005,Philippines,1
2006,Philippines,1
1990,Philippines,1
2000,Philippines,1
